IndicatorType,CountryName,MarketName,CurrencyCode,Date,Value,SourceOfTheData
Official,Ethiopia,,ETB,29/08/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,01/09/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,02/09/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,03/09/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,04/09/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,05/09/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,08/09/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,09/09/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,10/09/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,11/09/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,12/09/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,15/09/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,16/09/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,17/09/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,18/09/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,19/09/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,22/09/2008,9.6871,Trading Economics
Official,Ethiopia,,ETB,23/09/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,24/09/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,25/09/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,26/09/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,29/09/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,30/09/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,01/10/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,02/10/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,03/10/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,06/10/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,07/10/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,08/10/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,09/10/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,10/10/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,13/10/2008,9.7007,Trading Economics
Official,Ethiopia,,ETB,14/10/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,15/10/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,16/10/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,17/10/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,20/10/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,21/10/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,22/10/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,23/10/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,24/10/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,27/10/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,28/10/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,29/10/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,30/10/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,31/10/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,03/11/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,04/11/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,05/11/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,06/11/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,07/11/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,10/11/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,11/11/2008,9.69,Trading Economics
Official,Ethiopia,,ETB,12/11/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,13/11/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,14/11/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,17/11/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,18/11/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,19/11/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,20/11/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,21/11/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,24/11/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,25/11/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,26/11/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,27/11/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,28/11/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,01/12/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,02/12/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,03/12/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,04/12/2008,9.89,Trading Economics
Official,Ethiopia,,ETB,05/12/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,08/12/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,09/12/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,10/12/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,11/12/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,12/12/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,15/12/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,16/12/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,17/12/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,18/12/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,19/12/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,22/12/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,23/12/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,24/12/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,25/12/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,26/12/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,29/12/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,30/12/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,31/12/2008,9.79,Trading Economics
Official,Ethiopia,,ETB,01/01/2009,9.79,Trading Economics
Official,Ethiopia,,ETB,02/01/2009,9.79,Trading Economics
Official,Ethiopia,,ETB,05/01/2009,9.79,Trading Economics
Official,Ethiopia,,ETB,06/01/2009,9.9,Trading Economics
Official,Ethiopia,,ETB,07/01/2009,9.89,Trading Economics
Official,Ethiopia,,ETB,08/01/2009,10.31,Trading Economics
Official,Ethiopia,,ETB,09/01/2009,10.31,Trading Economics
Official,Ethiopia,,ETB,12/01/2009,10.31,Trading Economics
Official,Ethiopia,,ETB,13/01/2009,10.31,Trading Economics
Official,Ethiopia,,ETB,14/01/2009,10.31,Trading Economics
Official,Ethiopia,,ETB,15/01/2009,10.34,Trading Economics
Official,Ethiopia,,ETB,16/01/2009,10.59,Trading Economics
Official,Ethiopia,,ETB,19/01/2009,10.59,Trading Economics
Official,Ethiopia,,ETB,20/01/2009,10.59,Trading Economics
Official,Ethiopia,,ETB,21/01/2009,10.59,Trading Economics
Official,Ethiopia,,ETB,22/01/2009,10.59,Trading Economics
Official,Ethiopia,,ETB,23/01/2009,10.79,Trading Economics
Official,Ethiopia,,ETB,26/01/2009,10.79,Trading Economics
Official,Ethiopia,,ETB,27/01/2009,10.79,Trading Economics
Official,Ethiopia,,ETB,28/01/2009,10.79,Trading Economics
Official,Ethiopia,,ETB,29/01/2009,10.79,Trading Economics
Official,Ethiopia,,ETB,30/01/2009,10.79,Trading Economics
Official,Ethiopia,,ETB,02/02/2009,10.81,Trading Economics
Official,Ethiopia,,ETB,03/02/2009,10.79,Trading Economics
Official,Ethiopia,,ETB,04/02/2009,10.79,Trading Economics
Official,Ethiopia,,ETB,05/02/2009,10.79,Trading Economics
Official,Ethiopia,,ETB,06/02/2009,10.84,Trading Economics
Official,Ethiopia,,ETB,09/02/2009,10.84,Trading Economics
Official,Ethiopia,,ETB,10/02/2009,10.84,Trading Economics
Official,Ethiopia,,ETB,11/02/2009,10.84,Trading Economics
Official,Ethiopia,,ETB,12/02/2009,10.84,Trading Economics
Official,Ethiopia,,ETB,13/02/2009,10.84,Trading Economics
Official,Ethiopia,,ETB,16/02/2009,11,Trading Economics
Official,Ethiopia,,ETB,17/02/2009,11,Trading Economics
Official,Ethiopia,,ETB,18/02/2009,11,Trading Economics
Official,Ethiopia,,ETB,19/02/2009,11,Trading Economics
Official,Ethiopia,,ETB,20/02/2009,11,Trading Economics
Official,Ethiopia,,ETB,23/02/2009,11.05,Trading Economics
Official,Ethiopia,,ETB,24/02/2009,11,Trading Economics
Official,Ethiopia,,ETB,25/02/2009,11,Trading Economics
Official,Ethiopia,,ETB,26/02/2009,11,Trading Economics
Official,Ethiopia,,ETB,27/02/2009,11,Trading Economics
Official,Ethiopia,,ETB,02/03/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,03/03/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,04/03/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,05/03/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,06/03/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,09/03/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,10/03/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,11/03/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,12/03/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,13/03/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,16/03/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,17/03/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,18/03/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,19/03/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,20/03/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,23/03/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,24/03/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,25/03/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,26/03/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,27/03/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,30/03/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,31/03/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,01/04/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,02/04/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,03/04/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,06/04/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,07/04/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,08/04/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,09/04/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,10/04/2009,11.09,Trading Economics
Official,Ethiopia,,ETB,13/04/2009,11.07,Trading Economics
Official,Ethiopia,,ETB,14/04/2009,11.07,Trading Economics
Official,Ethiopia,,ETB,15/04/2009,11.07,Trading Economics
Official,Ethiopia,,ETB,16/04/2009,11.125,Trading Economics
Official,Ethiopia,,ETB,17/04/2009,11.125,Trading Economics
Official,Ethiopia,,ETB,20/04/2009,11.125,Trading Economics
Official,Ethiopia,,ETB,21/04/2009,11.125,Trading Economics
Official,Ethiopia,,ETB,22/04/2009,11.125,Trading Economics
Official,Ethiopia,,ETB,23/04/2009,11.125,Trading Economics
Official,Ethiopia,,ETB,24/04/2009,11.125,Trading Economics
Official,Ethiopia,,ETB,27/04/2009,11.125,Trading Economics
Official,Ethiopia,,ETB,28/04/2009,11.125,Trading Economics
Official,Ethiopia,,ETB,29/04/2009,11.125,Trading Economics
Official,Ethiopia,,ETB,30/04/2009,11.125,Trading Economics
Official,Ethiopia,,ETB,01/05/2009,11.125,Trading Economics
Official,Ethiopia,,ETB,04/05/2009,11.125,Trading Economics
Official,Ethiopia,,ETB,05/05/2009,11.125,Trading Economics
Official,Ethiopia,,ETB,06/05/2009,11.125,Trading Economics
Official,Ethiopia,,ETB,07/05/2009,11.125,Trading Economics
Official,Ethiopia,,ETB,08/05/2009,11.125,Trading Economics
Official,Ethiopia,,ETB,11/05/2009,11.125,Trading Economics
Official,Ethiopia,,ETB,12/05/2009,11.125,Trading Economics
Official,Ethiopia,,ETB,13/05/2009,11.125,Trading Economics
Official,Ethiopia,,ETB,14/05/2009,11.125,Trading Economics
Official,Ethiopia,,ETB,15/05/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,18/05/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,19/05/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,20/05/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,21/05/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,22/05/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,25/05/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,26/05/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,27/05/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,28/05/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,29/05/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,01/06/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,02/06/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,03/06/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,04/06/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,05/06/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,08/06/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,09/06/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,10/06/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,11/06/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,12/06/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,15/06/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,16/06/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,17/06/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,18/06/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,19/06/2009,11.16,Trading Economics
Official,Ethiopia,,ETB,22/06/2009,11.24,Trading Economics
Official,Ethiopia,,ETB,23/06/2009,11.24,Trading Economics
Official,Ethiopia,,ETB,24/06/2009,11.24,Trading Economics
Official,Ethiopia,,ETB,25/06/2009,11.24,Trading Economics
Official,Ethiopia,,ETB,26/06/2009,11.24,Trading Economics
Official,Ethiopia,,ETB,29/06/2009,11.24,Trading Economics
Official,Ethiopia,,ETB,30/06/2009,11.24,Trading Economics
Official,Ethiopia,,ETB,01/07/2009,11.19,Trading Economics
Official,Ethiopia,,ETB,02/07/2009,11.19,Trading Economics
Official,Ethiopia,,ETB,03/07/2009,11.19,Trading Economics
Official,Ethiopia,,ETB,06/07/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,07/07/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,08/07/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,09/07/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,10/07/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,13/07/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,14/07/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,15/07/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,16/07/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,17/07/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,20/07/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,21/07/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,22/07/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,23/07/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,24/07/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,27/07/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,28/07/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,29/07/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,30/07/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,31/07/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,03/08/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,04/08/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,05/08/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,06/08/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,07/08/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,10/08/2009,11.17,Trading Economics
Official,Ethiopia,,ETB,11/08/2009,12.24,Trading Economics
Official,Ethiopia,,ETB,12/08/2009,12.24,Trading Economics
Official,Ethiopia,,ETB,13/08/2009,12.24,Trading Economics
Official,Ethiopia,,ETB,14/08/2009,12.24,Trading Economics
Official,Ethiopia,,ETB,17/08/2009,12.24,Trading Economics
Official,Ethiopia,,ETB,18/08/2009,12.48,Trading Economics
Official,Ethiopia,,ETB,19/08/2009,12.53,Trading Economics
Official,Ethiopia,,ETB,20/08/2009,12.53,Trading Economics
Official,Ethiopia,,ETB,21/08/2009,12.53,Trading Economics
Official,Ethiopia,,ETB,24/08/2009,12.54,Trading Economics
Official,Ethiopia,,ETB,25/08/2009,12.54,Trading Economics
Official,Ethiopia,,ETB,26/08/2009,12.54,Trading Economics
Official,Ethiopia,,ETB,27/08/2009,12.54,Trading Economics
Official,Ethiopia,,ETB,28/08/2009,12.54,Trading Economics
Official,Ethiopia,,ETB,31/08/2009,12.54,Trading Economics
Official,Ethiopia,,ETB,01/09/2009,12.55,Trading Economics
Official,Ethiopia,,ETB,02/09/2009,12.55,Trading Economics
Official,Ethiopia,,ETB,03/09/2009,12.55,Trading Economics
Official,Ethiopia,,ETB,04/09/2009,12.55,Trading Economics
Official,Ethiopia,,ETB,07/09/2009,12.55,Trading Economics
Official,Ethiopia,,ETB,08/09/2009,12.55,Trading Economics
Official,Ethiopia,,ETB,09/09/2009,12.55,Trading Economics
Official,Ethiopia,,ETB,10/09/2009,12.55,Trading Economics
Official,Ethiopia,,ETB,11/09/2009,12.55,Trading Economics
Official,Ethiopia,,ETB,14/09/2009,12.56,Trading Economics
Official,Ethiopia,,ETB,15/09/2009,12.56,Trading Economics
Official,Ethiopia,,ETB,16/09/2009,12.56,Trading Economics
Official,Ethiopia,,ETB,17/09/2009,12.56,Trading Economics
Official,Ethiopia,,ETB,18/09/2009,12.56,Trading Economics
Official,Ethiopia,,ETB,21/09/2009,12.56,Trading Economics
Official,Ethiopia,,ETB,22/09/2009,12.57,Trading Economics
Official,Ethiopia,,ETB,23/09/2009,12.57,Trading Economics
Official,Ethiopia,,ETB,24/09/2009,12.57,Trading Economics
Official,Ethiopia,,ETB,25/09/2009,12.57,Trading Economics
Official,Ethiopia,,ETB,28/09/2009,12.57,Trading Economics
Official,Ethiopia,,ETB,29/09/2009,12.57,Trading Economics
Official,Ethiopia,,ETB,30/09/2009,12.57,Trading Economics
Official,Ethiopia,,ETB,01/10/2009,12.57,Trading Economics
Official,Ethiopia,,ETB,02/10/2009,12.57,Trading Economics
Official,Ethiopia,,ETB,05/10/2009,12.58,Trading Economics
Official,Ethiopia,,ETB,06/10/2009,12.58,Trading Economics
Official,Ethiopia,,ETB,07/10/2009,12.58,Trading Economics
Official,Ethiopia,,ETB,08/10/2009,12.58,Trading Economics
Official,Ethiopia,,ETB,09/10/2009,12.58,Trading Economics
Official,Ethiopia,,ETB,12/10/2009,12.5465,Trading Economics
Official,Ethiopia,,ETB,13/10/2009,12.59,Trading Economics
Official,Ethiopia,,ETB,14/10/2009,12.59,Trading Economics
Official,Ethiopia,,ETB,15/10/2009,12.59,Trading Economics
Official,Ethiopia,,ETB,16/10/2009,12.59,Trading Economics
Official,Ethiopia,,ETB,19/10/2009,12.59,Trading Economics
Official,Ethiopia,,ETB,20/10/2009,12.59,Trading Economics
Official,Ethiopia,,ETB,21/10/2009,12.59,Trading Economics
Official,Ethiopia,,ETB,22/10/2009,12.59,Trading Economics
Official,Ethiopia,,ETB,23/10/2009,12.59,Trading Economics
Official,Ethiopia,,ETB,26/10/2009,12.6,Trading Economics
Official,Ethiopia,,ETB,27/10/2009,12.6,Trading Economics
Official,Ethiopia,,ETB,28/10/2009,12.6,Trading Economics
Official,Ethiopia,,ETB,29/10/2009,12.6,Trading Economics
Official,Ethiopia,,ETB,30/10/2009,12.6,Trading Economics
Official,Ethiopia,,ETB,02/11/2009,12.61,Trading Economics
Official,Ethiopia,,ETB,03/11/2009,12.61,Trading Economics
Official,Ethiopia,,ETB,04/11/2009,12.61,Trading Economics
Official,Ethiopia,,ETB,05/11/2009,12.61,Trading Economics
Official,Ethiopia,,ETB,06/11/2009,12.61,Trading Economics
Official,Ethiopia,,ETB,09/11/2009,12.61,Trading Economics
Official,Ethiopia,,ETB,10/11/2009,12.61,Trading Economics
Official,Ethiopia,,ETB,11/11/2009,12.61,Trading Economics
Official,Ethiopia,,ETB,12/11/2009,12.61,Trading Economics
Official,Ethiopia,,ETB,13/11/2009,12.61,Trading Economics
Official,Ethiopia,,ETB,16/11/2009,12.61,Trading Economics
Official,Ethiopia,,ETB,17/11/2009,12.62,Trading Economics
Official,Ethiopia,,ETB,18/11/2009,12.62,Trading Economics
Official,Ethiopia,,ETB,19/11/2009,12.62,Trading Economics
Official,Ethiopia,,ETB,20/11/2009,12.62,Trading Economics
Official,Ethiopia,,ETB,23/11/2009,12.62,Trading Economics
Official,Ethiopia,,ETB,24/11/2009,12.63,Trading Economics
Official,Ethiopia,,ETB,25/11/2009,12.63,Trading Economics
Official,Ethiopia,,ETB,26/11/2009,12.63,Trading Economics
Official,Ethiopia,,ETB,27/11/2009,12.63,Trading Economics
Official,Ethiopia,,ETB,30/11/2009,12.63,Trading Economics
Official,Ethiopia,,ETB,01/12/2009,12.63,Trading Economics
Official,Ethiopia,,ETB,02/12/2009,12.63,Trading Economics
Official,Ethiopia,,ETB,03/12/2009,12.63,Trading Economics
Official,Ethiopia,,ETB,04/12/2009,12.63,Trading Economics
Official,Ethiopia,,ETB,07/12/2009,12.63,Trading Economics
Official,Ethiopia,,ETB,08/12/2009,12.63,Trading Economics
Official,Ethiopia,,ETB,09/12/2009,12.63,Trading Economics
Official,Ethiopia,,ETB,10/12/2009,12.63,Trading Economics
Official,Ethiopia,,ETB,11/12/2009,12.63,Trading Economics
Official,Ethiopia,,ETB,14/12/2009,12.63,Trading Economics
Official,Ethiopia,,ETB,15/12/2009,12.63,Trading Economics
Official,Ethiopia,,ETB,16/12/2009,12.63,Trading Economics
Official,Ethiopia,,ETB,17/12/2009,12.63,Trading Economics
Official,Ethiopia,,ETB,18/12/2009,12.63,Trading Economics
Official,Ethiopia,,ETB,21/12/2009,12.67,Trading Economics
Official,Ethiopia,,ETB,22/12/2009,12.67,Trading Economics
Official,Ethiopia,,ETB,23/12/2009,12.67,Trading Economics
Official,Ethiopia,,ETB,24/12/2009,12.67,Trading Economics
Official,Ethiopia,,ETB,25/12/2009,12.67,Trading Economics
Official,Ethiopia,,ETB,28/12/2009,12.67,Trading Economics
Official,Ethiopia,,ETB,29/12/2009,12.67,Trading Economics
Official,Ethiopia,,ETB,30/12/2009,12.67,Trading Economics
Official,Ethiopia,,ETB,31/12/2009,12.67,Trading Economics
Official,Ethiopia,,ETB,01/01/2010,12.67,Trading Economics
Official,Ethiopia,,ETB,04/01/2010,12.67,Trading Economics
Official,Ethiopia,,ETB,05/01/2010,12.67,Trading Economics
Official,Ethiopia,,ETB,06/01/2010,12.67,Trading Economics
Official,Ethiopia,,ETB,07/01/2010,12.67,Trading Economics
Official,Ethiopia,,ETB,08/01/2010,12.67,Trading Economics
Official,Ethiopia,,ETB,11/01/2010,12.67,Trading Economics
Official,Ethiopia,,ETB,12/01/2010,12.67,Trading Economics
Official,Ethiopia,,ETB,13/01/2010,12.67,Trading Economics
Official,Ethiopia,,ETB,14/01/2010,12.67,Trading Economics
Official,Ethiopia,,ETB,15/01/2010,12.67,Trading Economics
Official,Ethiopia,,ETB,18/01/2010,12.67,Trading Economics
Official,Ethiopia,,ETB,19/01/2010,12.67,Trading Economics
Official,Ethiopia,,ETB,20/01/2010,12.67,Trading Economics
Official,Ethiopia,,ETB,21/01/2010,12.67,Trading Economics
Official,Ethiopia,,ETB,22/01/2010,12.67,Trading Economics
Official,Ethiopia,,ETB,25/01/2010,12.67,Trading Economics
Official,Ethiopia,,ETB,26/01/2010,12.71,Trading Economics
Official,Ethiopia,,ETB,27/01/2010,12.71,Trading Economics
Official,Ethiopia,,ETB,28/01/2010,12.71,Trading Economics
Official,Ethiopia,,ETB,29/01/2010,12.71,Trading Economics
Official,Ethiopia,,ETB,01/02/2010,12.71,Trading Economics
Official,Ethiopia,,ETB,02/02/2010,13.36,Trading Economics
Official,Ethiopia,,ETB,03/02/2010,13.36,Trading Economics
Official,Ethiopia,,ETB,04/02/2010,13.36,Trading Economics
Official,Ethiopia,,ETB,05/02/2010,13.36,Trading Economics
Official,Ethiopia,,ETB,08/02/2010,13.36,Trading Economics
Official,Ethiopia,,ETB,09/02/2010,13.37,Trading Economics
Official,Ethiopia,,ETB,10/02/2010,13.37,Trading Economics
Official,Ethiopia,,ETB,11/02/2010,13.37,Trading Economics
Official,Ethiopia,,ETB,12/02/2010,13.37,Trading Economics
Official,Ethiopia,,ETB,15/02/2010,13.62,Trading Economics
Official,Ethiopia,,ETB,16/02/2010,13.62,Trading Economics
Official,Ethiopia,,ETB,17/02/2010,13.62,Trading Economics
Official,Ethiopia,,ETB,18/02/2010,13.62,Trading Economics
Official,Ethiopia,,ETB,19/02/2010,13.62,Trading Economics
Official,Ethiopia,,ETB,22/02/2010,13.61,Trading Economics
Official,Ethiopia,,ETB,23/02/2010,13.61,Trading Economics
Official,Ethiopia,,ETB,24/02/2010,13.39,Trading Economics
Official,Ethiopia,,ETB,25/02/2010,13.39,Trading Economics
Official,Ethiopia,,ETB,26/02/2010,13.39,Trading Economics
Official,Ethiopia,,ETB,01/03/2010,13.39,Trading Economics
Official,Ethiopia,,ETB,02/03/2010,13.39,Trading Economics
Official,Ethiopia,,ETB,03/03/2010,13.39,Trading Economics
Official,Ethiopia,,ETB,04/03/2010,13.39,Trading Economics
Official,Ethiopia,,ETB,05/03/2010,13.39,Trading Economics
Official,Ethiopia,,ETB,08/03/2010,13.4,Trading Economics
Official,Ethiopia,,ETB,09/03/2010,13.4,Trading Economics
Official,Ethiopia,,ETB,10/03/2010,13.4,Trading Economics
Official,Ethiopia,,ETB,11/03/2010,13.4,Trading Economics
Official,Ethiopia,,ETB,12/03/2010,13.4,Trading Economics
Official,Ethiopia,,ETB,15/03/2010,13.4,Trading Economics
Official,Ethiopia,,ETB,16/03/2010,13.42,Trading Economics
Official,Ethiopia,,ETB,17/03/2010,13.42,Trading Economics
Official,Ethiopia,,ETB,18/03/2010,13.42,Trading Economics
Official,Ethiopia,,ETB,19/03/2010,13.42,Trading Economics
Official,Ethiopia,,ETB,22/03/2010,13.42,Trading Economics
Official,Ethiopia,,ETB,23/03/2010,13.42,Trading Economics
Official,Ethiopia,,ETB,24/03/2010,13.42,Trading Economics
Official,Ethiopia,,ETB,25/03/2010,13.42,Trading Economics
Official,Ethiopia,,ETB,26/03/2010,13.42,Trading Economics
Official,Ethiopia,,ETB,29/03/2010,13.44,Trading Economics
Official,Ethiopia,,ETB,30/03/2010,13.44,Trading Economics
Official,Ethiopia,,ETB,31/03/2010,13.44,Trading Economics
Official,Ethiopia,,ETB,01/04/2010,13.45,Trading Economics
Official,Ethiopia,,ETB,02/04/2010,13.45,Trading Economics
Official,Ethiopia,,ETB,05/04/2010,13.45,Trading Economics
Official,Ethiopia,,ETB,06/04/2010,13.4053,Trading Economics
Official,Ethiopia,,ETB,07/04/2010,13.4053,Trading Economics
Official,Ethiopia,,ETB,08/04/2010,13.4053,Trading Economics
Official,Ethiopia,,ETB,09/04/2010,13.4053,Trading Economics
Official,Ethiopia,,ETB,12/04/2010,13.4053,Trading Economics
Official,Ethiopia,,ETB,13/04/2010,13.46,Trading Economics
