IndicatorType,CountryName,MarketName,CurrencyCode,Date,Value,SourceOfTheData
Official,Ethiopia,,ETB,09/07/2001,8.335,Trading Economics
Official,Ethiopia,,ETB,10/07/2001,8.335,Trading Economics
Official,Ethiopia,,ETB,11/07/2001,8.335,Trading Economics
Official,Ethiopia,,ETB,12/07/2001,8.335,Trading Economics
Official,Ethiopia,,ETB,13/07/2001,8.335,Trading Economics
Official,Ethiopia,,ETB,16/07/2001,8.335,Trading Economics
Official,Ethiopia,,ETB,17/07/2001,8.335,Trading Economics
Official,Ethiopia,,ETB,18/07/2001,8.335,Trading Economics
Official,Ethiopia,,ETB,19/07/2001,8.335,Trading Economics
Official,Ethiopia,,ETB,20/07/2001,8.335,Trading Economics
Official,Ethiopia,,ETB,23/07/2001,7.668,Trading Economics
Official,Ethiopia,,ETB,24/07/2001,7.668,Trading Economics
Official,Ethiopia,,ETB,25/07/2001,7.668,Trading Economics
Official,Ethiopia,,ETB,26/07/2001,8.25,Trading Economics
Official,Ethiopia,,ETB,27/07/2001,8.25,Trading Economics
Official,Ethiopia,,ETB,30/07/2001,8.25,Trading Economics
Official,Ethiopia,,ETB,31/07/2001,8.25,Trading Economics
Official,Ethiopia,,ETB,01/08/2001,8.334,Trading Economics
Official,Ethiopia,,ETB,02/08/2001,8.335,Trading Economics
Official,Ethiopia,,ETB,03/08/2001,8.335,Trading Economics
Official,Ethiopia,,ETB,06/08/2001,8.335,Trading Economics
Official,Ethiopia,,ETB,07/08/2001,8.335,Trading Economics
Official,Ethiopia,,ETB,08/08/2001,8.335,Trading Economics
Official,Ethiopia,,ETB,09/08/2001,8.335,Trading Economics
Official,Ethiopia,,ETB,10/08/2001,8.335,Trading Economics
Official,Ethiopia,,ETB,13/08/2001,8.335,Trading Economics
Official,Ethiopia,,ETB,14/08/2001,8.335,Trading Economics
Official,Ethiopia,,ETB,15/08/2001,8.335,Trading Economics
Official,Ethiopia,,ETB,16/08/2001,8.335,Trading Economics
Official,Ethiopia,,ETB,17/08/2001,8.335,Trading Economics
Official,Ethiopia,,ETB,20/08/2001,8.33,Trading Economics
Official,Ethiopia,,ETB,21/08/2001,8.33,Trading Economics
Official,Ethiopia,,ETB,22/08/2001,8.33,Trading Economics
Official,Ethiopia,,ETB,23/08/2001,8.3325,Trading Economics
Official,Ethiopia,,ETB,24/08/2001,8.39,Trading Economics
Official,Ethiopia,,ETB,27/08/2001,8.33,Trading Economics
Official,Ethiopia,,ETB,28/08/2001,8.397,Trading Economics
Official,Ethiopia,,ETB,29/08/2001,8.397,Trading Economics
Official,Ethiopia,,ETB,30/08/2001,8.397,Trading Economics
Official,Ethiopia,,ETB,31/08/2001,8.397,Trading Economics
Official,Ethiopia,,ETB,03/09/2001,8.399,Trading Economics
Official,Ethiopia,,ETB,04/09/2001,8.399,Trading Economics
Official,Ethiopia,,ETB,05/09/2001,8.4,Trading Economics
Official,Ethiopia,,ETB,06/09/2001,8.403,Trading Economics
Official,Ethiopia,,ETB,07/09/2001,8.403,Trading Economics
Official,Ethiopia,,ETB,10/09/2001,8.4,Trading Economics
Official,Ethiopia,,ETB,11/09/2001,8.4,Trading Economics
Official,Ethiopia,,ETB,12/09/2001,8.4,Trading Economics
Official,Ethiopia,,ETB,13/09/2001,8.4,Trading Economics
Official,Ethiopia,,ETB,14/09/2001,8.403,Trading Economics
Official,Ethiopia,,ETB,17/09/2001,8.403,Trading Economics
Official,Ethiopia,,ETB,18/09/2001,8.403,Trading Economics
Official,Ethiopia,,ETB,19/09/2001,8.403,Trading Economics
Official,Ethiopia,,ETB,20/09/2001,8.415,Trading Economics
Official,Ethiopia,,ETB,21/09/2001,8.403,Trading Economics
Official,Ethiopia,,ETB,24/09/2001,8.403,Trading Economics
Official,Ethiopia,,ETB,25/09/2001,8.4165,Trading Economics
Official,Ethiopia,,ETB,26/09/2001,8.416,Trading Economics
Official,Ethiopia,,ETB,27/09/2001,8.416,Trading Economics
Official,Ethiopia,,ETB,28/09/2001,8.416,Trading Economics
Official,Ethiopia,,ETB,01/10/2001,8.416,Trading Economics
Official,Ethiopia,,ETB,02/10/2001,8.416,Trading Economics
Official,Ethiopia,,ETB,03/10/2001,8.416,Trading Economics
Official,Ethiopia,,ETB,04/10/2001,8.416,Trading Economics
Official,Ethiopia,,ETB,05/10/2001,8.416,Trading Economics
Official,Ethiopia,,ETB,08/10/2001,8.4198,Trading Economics
Official,Ethiopia,,ETB,09/10/2001,8.4215,Trading Economics
Official,Ethiopia,,ETB,10/10/2001,8.4225,Trading Economics
Official,Ethiopia,,ETB,11/10/2001,8.4225,Trading Economics
Official,Ethiopia,,ETB,12/10/2001,8.4225,Trading Economics
Official,Ethiopia,,ETB,15/10/2001,8.4225,Trading Economics
Official,Ethiopia,,ETB,16/10/2001,8.43,Trading Economics
Official,Ethiopia,,ETB,17/10/2001,8.43,Trading Economics
Official,Ethiopia,,ETB,18/10/2001,8.43,Trading Economics
Official,Ethiopia,,ETB,19/10/2001,8.43,Trading Economics
Official,Ethiopia,,ETB,22/10/2001,8.43,Trading Economics
Official,Ethiopia,,ETB,23/10/2001,8.43,Trading Economics
Official,Ethiopia,,ETB,24/10/2001,8.43,Trading Economics
Official,Ethiopia,,ETB,25/10/2001,8.43,Trading Economics
Official,Ethiopia,,ETB,26/10/2001,8.43,Trading Economics
Official,Ethiopia,,ETB,29/10/2001,8.43,Trading Economics
Official,Ethiopia,,ETB,30/10/2001,8.4325,Trading Economics
Official,Ethiopia,,ETB,31/10/2001,8.432,Trading Economics
Official,Ethiopia,,ETB,01/11/2001,8.432,Trading Economics
Official,Ethiopia,,ETB,02/11/2001,8.432,Trading Economics
Official,Ethiopia,,ETB,05/11/2001,8.432,Trading Economics
Official,Ethiopia,,ETB,06/11/2001,8.432,Trading Economics
Official,Ethiopia,,ETB,07/11/2001,8.432,Trading Economics
Official,Ethiopia,,ETB,08/11/2001,8.435,Trading Economics
Official,Ethiopia,,ETB,09/11/2001,8.435,Trading Economics
Official,Ethiopia,,ETB,12/11/2001,8.436,Trading Economics
Official,Ethiopia,,ETB,13/11/2001,8.436,Trading Economics
Official,Ethiopia,,ETB,14/11/2001,8.436,Trading Economics
Official,Ethiopia,,ETB,15/11/2001,8.437,Trading Economics
Official,Ethiopia,,ETB,16/11/2001,8.437,Trading Economics
Official,Ethiopia,,ETB,19/11/2001,8.438,Trading Economics
Official,Ethiopia,,ETB,20/11/2001,8.438,Trading Economics
Official,Ethiopia,,ETB,21/11/2001,8.438,Trading Economics
Official,Ethiopia,,ETB,22/11/2001,8.435,Trading Economics
Official,Ethiopia,,ETB,23/11/2001,8.435,Trading Economics
Official,Ethiopia,,ETB,26/11/2001,8.435,Trading Economics
Official,Ethiopia,,ETB,27/11/2001,8.435,Trading Economics
Official,Ethiopia,,ETB,28/11/2001,8.435,Trading Economics
Official,Ethiopia,,ETB,29/11/2001,8.435,Trading Economics
Official,Ethiopia,,ETB,30/11/2001,8.42,Trading Economics
Official,Ethiopia,,ETB,03/12/2001,8.422,Trading Economics
Official,Ethiopia,,ETB,04/12/2001,8.422,Trading Economics
Official,Ethiopia,,ETB,05/12/2001,8.422,Trading Economics
Official,Ethiopia,,ETB,06/12/2001,8.422,Trading Economics
Official,Ethiopia,,ETB,07/12/2001,8.422,Trading Economics
Official,Ethiopia,,ETB,10/12/2001,8.422,Trading Economics
Official,Ethiopia,,ETB,11/12/2001,8.422,Trading Economics
Official,Ethiopia,,ETB,12/12/2001,8.422,Trading Economics
Official,Ethiopia,,ETB,14/12/2001,8.422,Trading Economics
Official,Ethiopia,,ETB,17/12/2001,8.421,Trading Economics
Official,Ethiopia,,ETB,18/12/2001,8.424,Trading Economics
Official,Ethiopia,,ETB,20/12/2001,8.45,Trading Economics
Official,Ethiopia,,ETB,21/12/2001,8.45,Trading Economics
Official,Ethiopia,,ETB,24/12/2001,8.45,Trading Economics
Official,Ethiopia,,ETB,25/12/2001,8.45,Trading Economics
Official,Ethiopia,,ETB,26/12/2001,8.45,Trading Economics
Official,Ethiopia,,ETB,27/12/2001,8.45,Trading Economics
Official,Ethiopia,,ETB,28/12/2001,8.45,Trading Economics
Official,Ethiopia,,ETB,31/12/2001,8.45,Trading Economics
Official,Ethiopia,,ETB,02/01/2002,8.45,Trading Economics
Official,Ethiopia,,ETB,03/01/2002,8.467,Trading Economics
Official,Ethiopia,,ETB,04/01/2002,8.467,Trading Economics
Official,Ethiopia,,ETB,09/01/2002,8.45,Trading Economics
Official,Ethiopia,,ETB,10/01/2002,8.45,Trading Economics
Official,Ethiopia,,ETB,11/01/2002,8.45,Trading Economics
Official,Ethiopia,,ETB,14/01/2002,8.45,Trading Economics
Official,Ethiopia,,ETB,15/01/2002,8.45,Trading Economics
Official,Ethiopia,,ETB,16/01/2002,8.45,Trading Economics
Official,Ethiopia,,ETB,17/01/2002,8.45,Trading Economics
Official,Ethiopia,,ETB,18/01/2002,8.45,Trading Economics
Official,Ethiopia,,ETB,21/01/2002,8.45,Trading Economics
Official,Ethiopia,,ETB,22/01/2002,8.38,Trading Economics
Official,Ethiopia,,ETB,23/01/2002,8.38,Trading Economics
Official,Ethiopia,,ETB,24/01/2002,8.38,Trading Economics
Official,Ethiopia,,ETB,25/01/2002,8.38,Trading Economics
Official,Ethiopia,,ETB,28/01/2002,8.38,Trading Economics
Official,Ethiopia,,ETB,29/01/2002,8.38,Trading Economics
Official,Ethiopia,,ETB,30/01/2002,8.38,Trading Economics
Official,Ethiopia,,ETB,31/01/2002,8.38,Trading Economics
Official,Ethiopia,,ETB,01/02/2002,8.38,Trading Economics
Official,Ethiopia,,ETB,04/02/2002,8.38,Trading Economics
Official,Ethiopia,,ETB,05/02/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,06/02/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,07/02/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,08/02/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,11/02/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,12/02/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,13/02/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,14/02/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,15/02/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,18/02/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,19/02/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,20/02/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,21/02/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,22/02/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,25/02/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,26/02/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,27/02/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,28/02/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,01/03/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,04/03/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,05/03/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,06/03/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,07/03/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,08/03/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,11/03/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,12/03/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,13/03/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,14/03/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,15/03/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,18/03/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,19/03/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,20/03/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,21/03/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,22/03/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,25/03/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,26/03/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,27/03/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,28/03/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,29/03/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,01/04/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,02/04/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,03/04/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,04/04/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,05/04/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,08/04/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,09/04/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,10/04/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,11/04/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,12/04/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,15/04/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,16/04/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,17/04/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,18/04/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,19/04/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,22/04/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,23/04/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,24/04/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,25/04/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,26/04/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,29/04/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,30/04/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,01/05/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,02/05/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,03/05/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,06/05/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,07/05/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,08/05/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,09/05/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,10/05/2002,8.36,Trading Economics
Official,Ethiopia,,ETB,13/05/2002,8.46,Trading Economics
Official,Ethiopia,,ETB,14/05/2002,8.46,Trading Economics
Official,Ethiopia,,ETB,15/05/2002,8.46,Trading Economics
Official,Ethiopia,,ETB,16/05/2002,8.46,Trading Economics
Official,Ethiopia,,ETB,17/05/2002,8.46,Trading Economics
Official,Ethiopia,,ETB,20/05/2002,8.46,Trading Economics
Official,Ethiopia,,ETB,21/05/2002,8.46,Trading Economics
Official,Ethiopia,,ETB,22/05/2002,8.46,Trading Economics
Official,Ethiopia,,ETB,23/05/2002,8.46,Trading Economics
Official,Ethiopia,,ETB,24/05/2002,8.46,Trading Economics
Official,Ethiopia,,ETB,27/05/2002,8.46,Trading Economics
Official,Ethiopia,,ETB,28/05/2002,8.46,Trading Economics
Official,Ethiopia,,ETB,29/05/2002,8.46,Trading Economics
Official,Ethiopia,,ETB,30/05/2002,8.46,Trading Economics
Official,Ethiopia,,ETB,31/05/2002,8.46,Trading Economics
Official,Ethiopia,,ETB,03/06/2002,8.46,Trading Economics
Official,Ethiopia,,ETB,04/06/2002,8.46,Trading Economics
Official,Ethiopia,,ETB,05/06/2002,8.4,Trading Economics
Official,Ethiopia,,ETB,06/06/2002,8.4,Trading Economics
Official,Ethiopia,,ETB,07/06/2002,8.4,Trading Economics
Official,Ethiopia,,ETB,10/06/2002,8.4,Trading Economics
Official,Ethiopia,,ETB,11/06/2002,8.4,Trading Economics
Official,Ethiopia,,ETB,12/06/2002,8.4,Trading Economics
Official,Ethiopia,,ETB,13/06/2002,8.4,Trading Economics
Official,Ethiopia,,ETB,14/06/2002,8.4,Trading Economics
Official,Ethiopia,,ETB,17/06/2002,8.4,Trading Economics
Official,Ethiopia,,ETB,18/06/2002,8.4,Trading Economics
Official,Ethiopia,,ETB,19/06/2002,8.4,Trading Economics
Official,Ethiopia,,ETB,20/06/2002,8.4,Trading Economics
Official,Ethiopia,,ETB,21/06/2002,8.4,Trading Economics
Official,Ethiopia,,ETB,24/06/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,25/06/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,26/06/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,27/06/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,28/06/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,01/07/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,02/07/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,03/07/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,04/07/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,05/07/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,08/07/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,09/07/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,10/07/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,11/07/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,12/07/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,15/07/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,16/07/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,17/07/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,18/07/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,19/07/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,22/07/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,23/07/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,24/07/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,25/07/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,26/07/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,29/07/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,30/07/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,31/07/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,01/08/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,02/08/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,05/08/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,06/08/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,07/08/2002,8.4443,Trading Economics
Official,Ethiopia,,ETB,08/08/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,09/08/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,12/08/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,13/08/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,14/08/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,15/08/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,16/08/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,19/08/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,20/08/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,21/08/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,22/08/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,23/08/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,26/08/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,27/08/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,28/08/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,29/08/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,30/08/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,02/09/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,03/09/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,04/09/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,05/09/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,06/09/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,09/09/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,10/09/2002,8.435,Trading Economics
Official,Ethiopia,,ETB,11/09/2002,8.435,Trading Economics
Official,Ethiopia,,ETB,12/09/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,13/09/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,16/09/2002,8.47,Trading Economics
Official,Ethiopia,,ETB,17/09/2002,8.47,Trading Economics
Official,Ethiopia,,ETB,18/09/2002,8.47,Trading Economics
Official,Ethiopia,,ETB,19/09/2002,8.463,Trading Economics
Official,Ethiopia,,ETB,20/09/2002,8.463,Trading Economics
Official,Ethiopia,,ETB,23/09/2002,8.463,Trading Economics
Official,Ethiopia,,ETB,24/09/2002,8.463,Trading Economics
Official,Ethiopia,,ETB,25/09/2002,8.463,Trading Economics
Official,Ethiopia,,ETB,26/09/2002,8.463,Trading Economics
Official,Ethiopia,,ETB,27/09/2002,8.463,Trading Economics
Official,Ethiopia,,ETB,30/09/2002,8.463,Trading Economics
Official,Ethiopia,,ETB,01/10/2002,8.463,Trading Economics
Official,Ethiopia,,ETB,02/10/2002,8.463,Trading Economics
Official,Ethiopia,,ETB,03/10/2002,8.35,Trading Economics
Official,Ethiopia,,ETB,04/10/2002,8.35,Trading Economics
Official,Ethiopia,,ETB,07/10/2002,8.35,Trading Economics
Official,Ethiopia,,ETB,08/10/2002,8.35,Trading Economics
Official,Ethiopia,,ETB,09/10/2002,8.35,Trading Economics
Official,Ethiopia,,ETB,10/10/2002,8.483,Trading Economics
Official,Ethiopia,,ETB,11/10/2002,8.483,Trading Economics
Official,Ethiopia,,ETB,14/10/2002,8.483,Trading Economics
Official,Ethiopia,,ETB,15/10/2002,8.483,Trading Economics
Official,Ethiopia,,ETB,16/10/2002,8.483,Trading Economics
Official,Ethiopia,,ETB,17/10/2002,8.483,Trading Economics
Official,Ethiopia,,ETB,18/10/2002,8.483,Trading Economics
Official,Ethiopia,,ETB,21/10/2002,8.483,Trading Economics
Official,Ethiopia,,ETB,22/10/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,23/10/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,24/10/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,25/10/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,28/10/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,29/10/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,30/10/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,31/10/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,01/11/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,04/11/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,05/11/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,06/11/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,07/11/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,08/11/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,11/11/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,12/11/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,13/11/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,14/11/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,15/11/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,18/11/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,19/11/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,20/11/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,21/11/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,22/11/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,25/11/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,26/11/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,27/11/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,28/11/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,29/11/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,02/12/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,03/12/2002,8.4833,Trading Economics
Official,Ethiopia,,ETB,04/12/2002,8.4,Trading Economics
Official,Ethiopia,,ETB,05/12/2002,8.4,Trading Economics
Official,Ethiopia,,ETB,06/12/2002,8.4,Trading Economics
Official,Ethiopia,,ETB,09/12/2002,8.4,Trading Economics
Official,Ethiopia,,ETB,10/12/2002,8.4,Trading Economics
Official,Ethiopia,,ETB,11/12/2002,8.4,Trading Economics
Official,Ethiopia,,ETB,12/12/2002,8.4,Trading Economics
Official,Ethiopia,,ETB,13/12/2002,8.4,Trading Economics
Official,Ethiopia,,ETB,16/12/2002,8.4,Trading Economics
Official,Ethiopia,,ETB,17/12/2002,8.4,Trading Economics
Official,Ethiopia,,ETB,18/12/2002,8.4,Trading Economics
Official,Ethiopia,,ETB,19/12/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,20/12/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,23/12/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,24/12/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,25/12/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,26/12/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,27/12/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,30/12/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,31/12/2002,8.3,Trading Economics
Official,Ethiopia,,ETB,01/01/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,02/01/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,03/01/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,06/01/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,07/01/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,08/01/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,09/01/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,10/01/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,13/01/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,14/01/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,15/01/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,16/01/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,17/01/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,20/01/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,21/01/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,22/01/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,23/01/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,24/01/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,27/01/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,28/01/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,29/01/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,30/01/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,31/01/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,03/02/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,04/02/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,05/02/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,06/02/2003,8.47,Trading Economics
Official,Ethiopia,,ETB,07/02/2003,8.47,Trading Economics
Official,Ethiopia,,ETB,10/02/2003,8.47,Trading Economics
Official,Ethiopia,,ETB,11/02/2003,8.35,Trading Economics
Official,Ethiopia,,ETB,12/02/2003,8.35,Trading Economics
Official,Ethiopia,,ETB,13/02/2003,8.35,Trading Economics
Official,Ethiopia,,ETB,14/02/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,17/02/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,18/02/2003,8.3,Trading Economics
Official,Ethiopia,,ETB,19/02/2003,8.485,Trading Economics
Official,Ethiopia,,ETB,20/02/2003,8.485,Trading Economics
Official,Ethiopia,,ETB,21/02/2003,8.485,Trading Economics
Official,Ethiopia,,ETB,24/02/2003,8.485,Trading Economics
